id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes
SmishX-cf3f5447a7b38e4d,"Dear Customer, your ICICI Bank FASTag can now be used for fuel payments at HPCL and IOCL fuel outlets. Details at bit.ly/3BOJRVr . T&C apply.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,bank,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.184385012,non_phishing,make_payment,generic_bank_alert,bank,no,low_model_confidence_for_phishing;brand_or_payment_mention;,,,,,
SmishX-154ab98baf0574fe,Your B4U voucher w/c 27/03 is MARSMS. Log onto www[.]B4Utele[.]com for discount credit. To opt out reply stop. Customer care call [PHONE],spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,credit,,call_phone,contact_request,TRUE,www[.]B4Utele[.]com,original_label=spam;if_URL=1;authorship_not_provided,0,0.437964616,non_phishing,call_number,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-e6b57ae09874349c,[KuCoin] Alert: Your password has been updated. Not you? Please visit: hxxps://kucoin-auth[.]web[.]app,legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,password,,unknown,unknown,TRUE,hxxps://kucoin-auth[.]web[.]app,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.35447729,non_phishing,click_link,security_update,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-51d93e3c2678c126,About &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,bank,,call_phone,contact_request,FALSE,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.069641446,non_phishing,call_number,payment_failed,bank,no,low_model_confidence_for_phishing;brand_or_payment_mention;,,,,,
SmishX-af7e9e19a182ac98,louis discover proven Property &Business Methods to grow your revenue in 2023. Starts Sat 10am! hxxps://tx[.]vc/r/346Qz Optout hxxps://tx[.]vc/o/8d122,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/346Qz|hxxps://tx[.]vc/o/8d122,original_label=smishing;if_URL=1;authorship_not_provided,0,0.455555063,non_phishing,unknown,unknown,discover,yes,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-9a18b3abe4ff9af0,"AFCU We have temporarily locked your account due to an suspicious activity, To unlock, verify now: hxxps://hm[.]ru/5WnL6j",phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|suspicious|locked|verify,,unknown,unknown,TRUE,hxxps://hm[.]ru/5WnL6j,original_label=smishing;if_URL=1;authorship_not_provided,0,0.486450532,non_phishing,verify_account,account_locked,,yes,possible_false_negative;low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-b3a74f380a63c519,"Are no-deposit offers your thing? Come on in. hxxps://tx[.]vc/r/38qFX/ T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At hxxps://tx[.]vc/r/38qDm/",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,deposit,,unknown,unknown,TRUE,hxxps://tx[.]vc/r/38qFX/|hxxps://tx[.]vc/r/38qDm/,original_label=spam;if_URL=1;authorship_not_provided,0,0.003569898,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-387fe41bed9c7335,"Hello,Someone tried to log into your Instagram account. If it was you,please confirm your iden***y:Â Click on the link hxxp://mbltext[.]com/owu Instag",phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account,,click_link,link_navigation,TRUE,hxxp://mbltext[.]com/owu,original_label=smishing;if_URL=1;authorship_not_provided,1,0.922581267,phishing,click_link,generic_bank_alert,,yes,url_like_pattern;,,,,,
SmishX-31d4b5430f4326ea,It's the last month of your Mint 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or use our app to renew your plan.,legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.079365358,non_phishing,enter_credentials,generic_bank_alert,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-856a1a5cc382df10,"tyjnyhgtf this Sat 10am, Discover the formula to Secure Your First or Next Successful Property Deal hxxps://tx[.]vc/r/3hPMl Optout hxxps://tx[.]vc/o/8d122",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,Discover,Discover,unknown,unknown,TRUE,hxxps://tx[.]vc/r/3hPMl|hxxps://tx[.]vc/o/8d122,original_label=spam;if_URL=1;authorship_not_provided,0,0.046006978,non_phishing,unknown,security_update,discover,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-337ac83160b9f68e,"Delivered: Hi Sk, your package with Nestle Lactogro... is successfully delivered. More info at Lybrate. hxxp://lybr[.]at/2790a93b8 In case of any discrepancy in your order, mail us at [emailÂ protected] within 48 hrs mentioning your order code and registered mobile number.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,unknown,unknown,TRUE,hxxp://lybr[.]at/2790a93b8,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.129486221,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-f2227e067b62ed85,"William, exclusive offer from Casino Planet. Get a 25% up to Â£50 Bonus!. Use promo code CPBZ2U at the cashier. Deposit: hxxps://tx[.]vc/r/1Qc6J 18",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,deposit|code,,unknown,unknown,TRUE,hxxps://tx[.]vc/r/1Qc6J,original_label=spam;if_URL=1;authorship_not_provided,0,0.070603967,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-65e956266d9f966e,"Your Mint 3-Month, Unlimited plan expires in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and keep your Mint service going.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|payment,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.090268643,non_phishing,enter_credentials,generic_bank_alert,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-08a7b6f0f1f399bd,Welcome to Chase | Zelle(R). Reply HELP for help Message & data rates may apply Message frequency varies by account,legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|Zelle|Chase,Zelle|Chase,reply,contact_request,FALSE,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.412975677,non_phishing,reply_with_code,generic_bank_alert,"chase, zelle",no,low_model_confidence_for_phishing;brand_or_payment_mention;,,,,,
SmishX-42afcbbbaac8e1b2,"Katarzyna, enter Bonus Code PLAYNOW1U when depositing to claim a 150% up to Â£100 Bonus. Sail the extra mile with us! hxxps://tx[.]vc/r/1Js80 18+ T&Cs apply: hxxps://tx[.]vc/r/maMG Opt-out: hxxps://tx[.]vc/r/19M9D",spam,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,code,,provide_credentials,credential_theft,TRUE,hxxps://tx[.]vc/r/1Js80|hxxps://tx[.]vc/r/maMG|hxxps://tx[.]vc/r/19M9D,original_label=spam;if_URL=1;authorship_not_provided,0,0.012402013,non_phishing,unknown,unknown,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-dca3c0211c234231,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,card,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=0;authorship_not_provided,0,0.046073444,non_phishing,unknown,generic_bank_alert,,no,low_model_confidence_for_phishing;,,,,,
SmishX-5c73eaaa3db93eb9,It's the last month of your Mint 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or use our app to renew your plan.,legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account,,unknown,unknown,FALSE,,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.079365358,non_phishing,enter_credentials,generic_bank_alert,,yes,low_model_confidence_for_phishing;url_like_pattern;,,,,,
SmishX-f9d29ae04f366ce4,"50% Daily Data quota used as on 02-May-22 01:07. Jio Number : [PHONE] Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click hxxps://youtu[.]be/tchuJvIv_9I Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",legitimate,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|balance,,call_phone,contact_request,TRUE,hxxps://youtu[.]be/tchuJvIv_9I,original_label=legitimate;if_URL=1;authorship_not_provided,0,0.089609218,non_phishing,click_link,generic_bank_alert,citi,yes,low_model_confidence_for_phishing;brand_or_payment_mention;url_like_pattern;,,,,,
SmishX-5cf1fdce32ebc403,METAMASK inform you that your wallet will be suspended please proceed to the verification:hxxps://bitly[.]lc/ov65d,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,suspended,,unknown,unknown,TRUE,hxxps://bitly[.]lc/ov65d,original_label=smishing;if_URL=1;authorship_not_provided,1,0.516367228,phishing,verify_account,unknown,,yes,url_like_pattern;,,,,,
SmishX-54bc092aba2d9c28,MTB Alert : New ACH payment added. visit hxxp://qi[.]lv/TMZ to remove or proceed,phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,payment,,unknown,unknown,TRUE,hxxp://qi[.]lv/TMZ,original_label=smishing;if_URL=1;authorship_not_provided,1,0.913308266,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
SmishX-25fd36050f217281,"AFCU We have temporarily locked your account due to an suspicious activity, To unlock, verify now: hxxps://hm[.]ru/5WnL6j",phishing,sms,SmishX,public_dataset_relabelled,unknown,unknown,unknown,TRUE,account|suspicious|locked|verify,,unknown,unknown,TRUE,hxxps://hm[.]ru/5WnL6j,original_label=smishing;if_URL=1;authorship_not_provided,0,0.486450532,non_phishing,verify_account,account_locked,,yes,possible_false_negative;low_model_confidence_for_phishing;url_like_pattern;,,,,,
